比,bǐ,Giới từ,"Hơn, so, so với",我哥哥比我高。,Wǒ gēge bǐ wǒ gāo,Anh trai tôi cao hơn tôi.
别,bié,Phó từ,"Đừng; chớ
hẳn là; hay là; lẽ nào","在医院，大家别大声说话。
他到现在还没来，别是忘了吗？","Zài yīyuàn, dàjiā bié dàshēng shuōhuà/
/Tā dào xiànzài hái méi lái, bié shì wàng le ma","Ở bệnh viện, mọi người đừng nói lớn tiếng.
Anh ấy đến bây giờ vẫn chưa đến, lẽ nào anh ấy quên rồi sao?"
别的,bié de,Đại từ,Khác; cái khác,我不要别的，只要那支钢笔。,"Wǒ bùyào bié de, zhǐyào nà zhī gāngbǐ","Tôi không cần cái nào khác, chỉ cần cây bút đó."
别人,biérén,Danh từ,Người khác; người ta,这本书可能是别人的。,"Chúle Xiǎo Lì yǐwài, biérén dōu bù yuànyì qù","Ngoại trừ Tiểu Lệ ra, những người khác đều không muốn đi."
病,bìng,Danh từ,Bệnh; ốm,我生病了。,Wǒ shēng bìng le,Tôi bị bệnh rồi.
病人,bìngrén,Danh từ,Bệnh nhân; người bệnh,王医生每天都要看十到二十位病人。,Wáng yīshēng měitiān dōu yào kàn shí dào èrshí wèi bìngrén,Bác sĩ Vương mỗi ngày đều phải khám từ 10 đến 20 bệnh nhân.
不大,bù dà,Phó từ,Không to; không lớn,这个房间不大。,Zhège fángjiān bù dà,Căn phòng này không lớn.
不对,bùduì,Tính từ,Không đúng,你的答案不对。,Nǐ de dá'àn bù duì,Đáp án của bạn không đúng.
不客气,búkèqi,Cụm từ,Không có gì; đừng khách sáo,"A: 谢谢你！
B: 不客气！",A: /Xièxiè nǐ/ B: /Búkèqi,"A: Cảm ơn bạn!
B: Đừng khách sáo!"
不用,búyòng,Phó từ,Không cần; không phải,你不用担心。,Nǐ búyòng dānxīn,Bạn không cần phải lo lắng.
不,bù,Phó từ,Không,我不喜欢吃辣。,Wǒ bù xǐhuān chī là,Tôi không thích ăn cay.
菜,cài,Danh từ,Món ăn; đồ ăn,今天的菜很好吃。,Jīntiān de cài hěn hǎo chī,Món ăn của hôm nay rất ngon.
茶,chá,Danh từ,Trà (đồ uống),我喜欢喝茶。,Wǒ xǐhuān hē chá,Tôi thích uống trà.
差,chà,Tính từ,Kém; tệ; không đạt,他今天状态很差。,Tā jīntiān zhuàngtài hěn chà,Trạng thái của anh hôm nay rất tệ.
常,cháng,Phó từ,Thường; thường xuyên,我常去跑步。,Wǒ cháng qù pǎobù,Tôi thường xuyên chạy bộ.
尝尝,cháng cháng,Động từ,"Nếm; thử (ăn, uống)",你尝尝这个菜。,Nǐ cháng cháng zhège cài,Bạn hãy nếm thử món ăn này.
唱,chàng,Động từ,Hát; ca,她唱太好了，大家都起立鼓掌。,"Tā chàng tài hǎo le, dàjiā dōu qǐlì gǔzhǎng","Cô ấy hát rất hay, mọi người đều đứng dậy vỗ tay."
唱歌,chànggē,Động từ,Hát; ca hát,我家邻居昨天一直不停地唱歌。,Wǒjiā línjū zuótiān yīzhí bù tíng de chànggē,Ngày hôm qua hàng xóm của tôi ca hát không ngừng.
车,chē,Danh từ,Xe,我们开车去旅行。,Wǒmen kāichē qù lǚxíng,Chúng tôi lái xe đi du lịch.
车票,chēpiào,Danh từ,Vé xe,快过年了，你买火车票了吗？,"Kuài guò nián le, nǐ mǎi huǒchē piào huí jiā le ma?","Tết sắp đến rồi, bạn đã mua vé tàu về nhà chưa?"
车上,chē shàng,Danh từ,Trên xe,她在车上学英语。,Tā zài chē shàng xué yīngyǔ,Cô ấy học tiếng Anh trên xe.
车站,chēzhàn,Danh từ,Trạm xe,车站离这里不远。,Chēzhàn lí zhè lǐ bù yuǎn,Trạm xe cách đây không xa.
吃,chī,Động từ,Ăn,我喜欢吃苹果。,Wǒ xǐhuan chī píngguǒ,Tôi thích ăn táo.
吃饭,chīfàn,Động từ,Ăn cơm,我们一起去吃饭吧。,Wǒmen yīqǐ qù chīfàn ba,Chúng ta cùng nhau đi ăn cơm nhé.
出,chū,Động từ,Đi; xuất phát,他出去买东西了。,Tā chū qù mǎi dōngxi le,Anh ấy ra ngoài mua đồ ăn rồi.
出来,chūlái,Động từ,Ra; ra đây,你出来，我跟你说句话。,Nǐ chūlái，wǒ gēn nǐ shuō jù huà,Anh ra đây tôi nói chuyện với anh.
出去,chūqù,Động từ,Ra; ra ngoài,我们一起出去玩儿吧。,Wǒmen yīqǐ chūqù wánr ba,Chúng ta cùng nhau đi chơi đi.
穿,chuān,Động từ,Mặc; đi; mang; đeo,今天我穿了件新衣服。,Jīntiān wǒ chuān le jiàn xīn yīfu,Hôm nay tôi mặc quần áo mới.
床,chuáng,Danh từ,Giường,我很累，想躺在床上。,"Wǒ hěn lèi, xiǎng tǎng zài chuáng shàng","Tôi rất mệt, muốn nằm trên giường."
次,cì,Lượng từ,Lần; lượt; đợt,这是我第一次来这里。,Zhè shì wǒ dì yī cì lái zhè lǐ,Đây là lần đầu tiên tôi đến đây.
从,cóng,Giới từ,Từ; bắt đầu từ,我从家里走到学校。,Wǒ cóng jiālǐ zǒu dào xuéxiào,Tôi đi bộ từ nhà đến trường.
错,cuò,Tính từ,Sai; nhầm; không đúng,你做错了。,Nǐ zuò cuò le,Bạn làm sai rồi.
打,dǎ,Động từ,Gõ; đánh; đập;...,我弟弟在打篮球。,Wǒ dìdi zài dǎqiú,Em trai tôi đang chơi bóng rổ.
打车,dǎchē,Động từ,Bắt xe; gọi xe (taxi),我们打车去机场。,Wǒmen dǎ chē qù jīchǎng,Chúng ta bắt xe đến sân bay.
打电话,dǎ diànhuà,Động từ,Gọi điện thoại,等一下，我要打电话问问。,"Děng yīxià, wǒ yào dǎ diànhuà wèn wèn","Đợi chút nha, tôi cần gọi điện thoại hỏi thăm."
打开,dǎkāi,Động từ,Mở ra,请你把门打开。,Qǐng nǐ bǎ mén dǎkāi,Xin bạn hãy mở cửa ra.
打球,dǎqiú,Động từ,Đánh bóng; chơi bóng,他们很喜欢打球。,Tā xǐhuān dǎ lánqiú,Cậu ấy thích chơi bóng rổ.
大,dà,Tính từ,Lớn; to,这个房子很大。,Zhège fángzi hěn dà,Căn nhà này rất lớn.
大学,dàxué,Danh từ,Đại học,他在北京大学学习。,Tā zài Běijīng dàxué xuéxí,Anh ấy học ở Đại học Bắc Kinh.
大学生,dàxuéshēng,Danh từ,Sinh viên đại học,我是大学生。,Wǒ shì dàxuéshēng,Tôi là sinh viên đại học.
到,dào,Động từ,Đến,我们到达了目的地。,Wǒmen dàodá le mùdìdì,Chúng ta đã đến nơi.
得到,dédào,Động từ,Đạt được; nhận được,他得到了奖学金。,Tā dédào le jiǎngxuéjīn,Anh ấy đã nhận được học bổng.
地,de,Trợ từ,"Mà, một cách",孩子们快乐地唱歌。,Háizimen kuàilè de chànggē,Mấy đứa nhỏ vui vẻ hát ca.
的,de,Trợ từ,Của (chỉ sở hữu),这是我的书。,Zhè shì wǒ de shū,Đây là sách của tôi.
等,děng,Động từ,Đợi; chờ; chờ đợi,我在等她的电话。,Wǒ zài děng tā de diànhuà,Tôi đang đợi cuộc gọi của cô ấy.
地,dì,Danh từ,Đất; trái đất,地球上有许多不同的生物。,Dìqiú shàng yǒu xǔduō bùtóng de shēngwù,Trên Trái Đất có rất nhiều sinh vật khác nhau.
地点,dìdiǎn,Danh từ,Địa điểm; nơi chốn,会议的地点已经确定了。,Huìyì de dìdiǎn yǐjīng quèdìng le,Địa điểm cuộc họp đã được xác định.
地方,dìfāng,Danh từ,"Bản xứ, bản địa",他是这个地方的人。,Tā shì zhège dìfāng de rén,Anh ấy là người bản địa.
地上,dìshàng,Danh từ,Mặt đất; dưới đất,地上有很多树叶。,Dìshàng yǒu hěnduō shùyè,Dưới đất có rất nhiều lá cây.
地图,dìtú,Danh từ,Bản đồ,这是世界地图。,Zhè shì shìjiè dìtú,Đây là bản đồ thế giới.
弟弟 | 弟,dìdi | dì,Danh từ,Em trai,我有一个弟弟。,Wǒ yǒu yīgè dìdi,Tôi có một người em trai.
第 （第二）,dì (dì èr),Tiền tố,Thứ tự; thứ hạng,这是第一个问题。,Zhè shì dì yī gè wèntí,Đây là câu hỏi đầu tiên.
点,diǎn,Danh từ,Nơi; chỗ; điểm,我们去那个点看看。,Wǒmen qù nàgè diǎn kàn kàn,Chúng ta đi đến chỗ đó xem thử.
电,diàn,Danh từ,Điện; pin; điện năng,我的手机没电了。,Wǒ de shǒujī méi diàn le,Điện thoại tôi hết pin rồi.
电话,diànhuà,Danh từ,Điện thoại,他正在打电话。,Tā zhèngzài dǎ diànhuà,Anh ấy đang gọi điện thoại.
电脑,diànnǎo,Danh từ,Máy tính,这个电脑非常贵。,Zhège diànnǎo fēicháng guì,Máy tính này rất đắt.
"电视 | 电视
机",diànshì | diànshì jī,Danh từ,Tivi,爸爸在看电视。,Bàba zài kàn diànshì,Bố đang xem tivi.
电影,diànyǐng,Danh từ,Phim ảnh,昨天我们看了一部电影。,Zuótiān wǒmen kàn le yī bù diànyǐng,Hôm qua chúng tôi đã xem một bộ phim.
电影院,diànyǐngyuàn,Danh từ,Rạp chiếu phim,我们去电影院看电影。,Wǒmen qù diànyǐngyuàn kàn diànyǐng,Chúng tôi đi rạp chiếu phim để xem phim.
东,dōng,Danh từ,Đông; hướng đông,学校在东边。,Xuéxiào zài dōngbian,Trường học ở phía Đông.
东边,dōngbian,Danh từ,"Phía đông, hướng đông",,,
东西,dōngxi,Danh từ,Đồ; vật; đồ ăn; đồ đạc,吃东西的时候不要说话。,Chī dōngxi de shíhòu bùyào shuōhuà,Không nên nói chuyện khi đang ăn.
动,dòng,Động từ,Chuyển động; cử động,她的眼睛动了一下。,Tā de yǎnjīng dòng le yīxià,Mắt của cô ấy nhúc nhích một cái.
动作,dòngzuò,Danh từ,Động tác; hành động,舞蹈的动作很优美。,Wǔdǎo de dòngzuò hěn yōuměi,Động tác của điệu nhảy rất đẹp.
都,dōu,Phó từ,"Đều, cả",我们都很忙。,Wǒmen dōu hěn máng,Chúng tôi đều rất bận.
读,dú,Động từ,Đọc; xem,我正在读书。,Wǒ zhèngzài dú shū,Tôi đang đọc sách.
读书,dúshū,Động từ,Học bài,他很努力读书。,Tā hěn nǔ lì dú shū,Anh ấy rất chăm chỉ học bài.
对,duì,Tính từ,Đúng; chính xác,你的答案是对的。,Nǐ de dá'àn shì duì de,Câu trả lời của bạn là đúng.
对不起,duìbuqǐ,Động từ,Xin lỗi,对不起，我迟到了。,"Duìbuqǐ, wǒ chídào le","Xin lỗi, tôi đã đến muộn."
多,duō,Tính từ,Nhiều; rất nhiều,今天的作业不太多。,Jīntiān de zuòyè bù tài duō,Bài tập hôm nay không nhiều lắm.
多,duō,Động từ,Dư ra; thừa ra,今天的水果多了一些。,Jīntiān de shuǐguǒ duōle yīxiē,"Hôm nay, trái cây còn dư một ít."
多少,duōshǎo,Đại từ,Bao nhiêu; mấy; mấy mươi,这个多少钱？,Zhège duōshǎo qián?,Cái này bao nhiêu tiền?
饿,è,Động từ,Đói; bị đói,我现在很饿。,Wǒ xiànzài hěn è,Bây giờ tôi rất đói.
儿子,érzi,Danh từ,Con trai,我有一个儿子。,Wǒ yǒu yí gè érzi,Tôi có một cậu con trai.
二,èr,Số từ,Số hai,我们班有二十人。,Wǒmen bān yǒu èrshí rén,Lớp chúng ta có 20 người.
饭,fàn,Danh từ,Cơm; bữa,"我还没吃晚饭呢。
他每天都吃三顿饭。","Wǒ hái méi chī wǎnfàn ne/
/Tā měitiān dōu chī sān dùn fàn","Tôi vẫn chưa ăn cơm tối.
Mỗi ngày anh ấy đều ăn ba bữa."
饭店,fàndiàn,Danh từ,Quán cơm; nhà hàng,这家饭店的菜很好吃。,Zhè jiā fàndiàn de cài hěn hǎochī,Đồ ăn của nhà hàng này rất ngon.
房间,fángjiān,Danh từ,Căn phòng,这是我的房间。,Zhè shì wǒ de fángjiān,Đây là phòng của tôi.
房子,fángzi,Danh từ,Căn nhà; nhà,他们买了一套新房子。,Tāmen mǎi le yī tào xīn fángzi,Họ đã mua một căn nhà mới.
放,fàng,Động từ,Đặt; để,请把书放在桌子上。,Qǐng bǎ shū fàng zài zhuōzi shàng,Vui lòng đặt quyển sách lên bàn.
放假,fàngjià,Động từ,"Nghỉ, nghỉ lễ",放假了，我们一起去玩吧。,"Fàngjià le, wǒmen yīqǐ qù wán ba","Nghỉ lễ rồi, chúng ta cùng đi chơi nhé."
放学,fàngxué,Động từ,Tan học,我们下午四点半放学。,Wǒmen xiàwǔ sì diǎn bàn fàngxué,Chúng tôi tan học lúc 4 giờ 30 chiều.
飞,fēi,Động từ,Bay,小鸟在天上飞得很快。,Xiǎo niǎo zài tiān shàng fēi de hěn kuài,Con chim nhỏ bay rất nhanh trên trời.
飞机,fēijī,Danh từ,Máy bay,我第一次坐飞机时特别开心。,Wǒ dì yī cì zuò fēijī shí tèbié kāixīn,"Lần đầu tiên tôi đi máy bay, tôi rất vui mừng."
非常,fēicháng,Phó từ,Đặc biệt; rất; vô cùng,这个地方非常漂亮。,Zhège dìfāng fēicháng piàoliang,Nơi này cực kỳ đẹp.
分,fēn,Danh từ,Điểm số,这次考试我考了100分。,Zhè cì kǎoshì wǒ kǎole 100 fēn,Kỳ thi lần này tôi thi được 100 điểm.
,,Lượng từ,"Phần
phút","这个蛋糕有八分。
现在是三点十分。","Zhège dàngāo yǒu bā fēn/
/Xiànzài shì sān diǎn shí fēn","Chiếc bánh này có tám phần.
Bây giờ là 3 giờ 10 phút."
风,fēng,Danh từ,Gió,今天的风很大，不要出去。,"Jīntiān de fēng hěn dà, bù yào chūqù","Hôm nay gió lớn, đừng ra ngoài."
干,gān,Tính từ,Khô; cạn,这件衣服干了，可以穿了。,"Zhè jiàn yīfu gān le, kěyǐ chuān le","Quần áo này khô rồi, có thể mặc rồi."
干净,gānjìng,,"Sạch sẽ, gọn gàng",你的房间很干净。,Nǐ de fángjiān hěn gānjìng,Phòng của bạn rất sạch sẽ.
干,gàn,Động từ,"Quấy rầy; làm loạn
uống cạn; uống sạch","他总干乱我的计划。
咱们干了这杯酒吧。","Tā zǒng gān luàn wǒ de jìhuà/
/Zánmen gān le zhè bēi jiǔ ba","Anh ấy luôn làm loạn kế hoạch của tôi.
Chúng ta uống cạn ly rượu này."
干什么,gàn shénme,Động từ,Làm gì thế; tại sao,你干什么不早说呀?,Nǐ gànshénme bù zǎo shuō ya,Tại sao bạn không nói sớm?
高,gāo,Tính từ,Cao,你比我高一点儿。,Nǐ bǐ wǒ gāo yìdiǎnr,Bạn cao hơn tôi một chút.
高兴,gāoxìng,Tính từ,Vui mừng; háo hức,今天我很高兴。,Jīntiān wǒ hěn gāoxìng,Hôm nay tôi rất vui.
告诉,gàosu,Động từ,Nói; bày tỏ,妈妈告诉我早点回家。,Māma gàosu wǒ zǎodiǎn huíjiā,Mẹ bảo tôi về nhà sớm.
哥哥 | 哥,gēge/  |  /gē,Danh từ,Anh trai,我的哥哥比我大五岁。,Wǒ de gēge bǐ wǒ dà wǔ suì,Anh trai tôi lớn hơn tôi năm tuổi.
歌,gē,Động từ,Hát; ca,这首歌很好听。,Zhè shǒu gē hěn hǎotīng,Bài hát này rất hay.
个,gè,Lượng từ,Cái này,我买了一个新手机。,Wǒ mǎi le yī gè xīn shǒujī,Tôi đã mua một chiếc điện thoại mới.
给,gěi,Động từ,Đưa,妈妈给我买了一本书。,Māma gěi wǒ mǎi le yī běn shū,Mẹ đã mua cho tôi một quyển sách.
跟,gēn,Giới từ,Cùng; với,我跟朋友一起去旅行。,Wǒ gēn péngyǒu yīqǐ qù lǚxíng,Tôi đi du lịch cùng bạn bè.
工人,gōngrén,Danh từ,Công nhân,工人们每天都努力工作。,Gōngrénmen měitiān dōu nǔlì gōngzuò,Những công nhân làm việc chăm chỉ mỗi ngày.
工作,gōngzuò,Danh từ,Công việc,他的工作非常忙。,Tā de gōngzuò fēicháng máng,Công việc của anh ấy rất bận.
关,guān,Động từ,Đóng; tắt,睡觉前别忘了关灯。,Shuìjiào qián bié wàngle guān dēng,Trước khi ngủ đừng quên tắt đèn.
关上,guān shàng,Động từ,Đóng; đóng vào; đóng lại,请关上门，谢谢你！,"Qǐng guānshàng mén, xièxiè nǐ","Hãy đóng cửa lại, cảm ơn bạn."
贵,guì,Tính từ,Đắt; mắc,这件衣服太贵了。,Zhè jiàn yīfu tài guì le,Bộ quần áo này quá đắt!
国,guó,Danh từ,Nước; quốc gia,中国的美食非常有名。,Zhōngguó de měishí fēicháng yǒumíng,Ẩm thực của Trung Quốc rất nổi tiếng.
国家,guó jiā,Danh từ,Quốc gia,我爱我的国家。,Wǒ ài wǒ de guójiā,Tôi yêu đất nước của tôi.
国外,guó wài,Danh từ,Nước ngoài,他在国外上大学。,Tā zài guówài shàng dàxué,Anh ấy học đại học ở nước ngoài.
过,guò,Động từ,Qua; đi qua; vượt qua,我去过中国三次。,Wǒ qù guò Zhōngguó sān cì,Tôi đã đến Trung Quốc ba lần.
还,hái,Phó từ,Vẫn; còn; vẫn còn,他有一个哥哥，还有一个妹妹。,"Tā yǒu yī gè gēge, hái yǒu yī gè mèimei","Cậu ấy có một anh trai, còn có một em gái nữa."
还是,hái shì,Phó từ,Vẫn; còn; vẫn còn,你想喝茶还是咖啡？,Nǐ xiǎng hē chá háishì kāfēi?,Bạn muốn uống trà hay cà phê?
还有,hái yǒu,Phó từ,Vẫn; còn; vẫn còn,我家里还有两只猫。,Wǒ jiālǐ hái yǒu liǎng zhī māo,Nhà tôi còn có hai con mèo.
孩子,hái zi,Danh từ,Con; bọn trẻ; trẻ em,孩子们在公园玩儿。,Háizimen zài gōngyuán wánr,Mấy đứa trẻ đang chơi trong công viên.
汉语,Hàn yǔ,Danh từ,Tiếng hán; hán ngữ,他的汉语说得很好。,Tā de Hànyǔ shuō de hěn hăo,Anh ấy nói tiếng Trung rất giỏi.
汉字,Hàn zì,Danh từ,Chữ hán,我会写汉字。,Wǒ huì xiě Hànzì,Tôi biết viết chữ Hán.
好,hǎo,Tính từ,Tốt; hay; ổn,你身体好吗？,Nǐ shēntǐ hǎo ma,Bạn có khỏe không?
好吃,hǎo chī,Tính từ,Ngon; ngon miệng,这家餐厅的菜非常好吃。,Zhè jiā cāntīng de cài fēicháng hǎochī,Món ăn của nhà hàng này rất ngon.
好看,hǎo kàn,Tính từ,Đẹp; hay; thú vị,这本书很好看，我喜欢。,"Zhè běn shū hěn hǎokàn, wǒ xǐhuān","Cuốn sách này rất hay, tôi thích."
好听,hǎotīng,Tính từ,Hay; dễ nghe; êm tai (âm thanh),这首歌很好听。,Zhè shǒu gē hěn hǎotīng,Bài hát này rất hay.
好玩儿,hǎowánr,Tính từ,Hay; thú vị; thích thú,这个游戏很好玩儿。,Zhège yóuxì hěn hǎowánr,Trò chơi này rất vui.
号,hào,Danh từ,Số; số thứ tự,你的房间号是多少？,Nǐ de fángjiān hào shì duōshǎo,Số phòng của bạn là bao nhiêu?
喝,hē,Động từ,Uống,我每天早上都喝咖啡。,Wǒ měitiān zǎoshang dōu hē kāfēi,Mỗi sáng tôi đều uống cà phê.
和,hé,Liên từ,Và; với,我买了一本书和一件衣服。,Wǒ mǎile yī běn shū hé yī jiàn yīfú,Tôi đã mua 1 cuốn sách và 1 bộ quần áo.
,,Giới từ,Với; cùng,我和他一起去公园散步。,Wǒ hé tā yīqǐ qù gōngyuán sànbù,Tôi đi dạo với cậu ấy trong công viên.
很,hěn,Phó từ,"Rất, nhiều",今天的课文很长， 生词很多。,"Jīntiān de kèwén hěn cháng, shēngcí hěnduō","Hôm nay bài khoá rất dài, nên từ mới rất nhiều."
后 | 后边,hòu/ | /hòubian,Danh từ,Sau; phía sau,书店在学校的后边。,Shūdiàn zài xuéxiào de hòubian,Hiệu sách ở phía sau trường học.
后天,hòutiān,Danh từ,Ngày hôm sau,我们后天去北京。,Wǒmen hòutiān qù Běijīng,Chúng tôi sẽ đi Bắc Kinh vào ngày kia.
花,huā,Danh từ,Hoa; bông hoa,花园里有很多花。,Huāyuán lǐ yǒu hěn duō huā,Trong vườn có rất nhiều hoa.
话,huà,Danh từ,Lời nói; ngôn từ,她的话让我很高兴。,Tā de huà ràng wǒ hěn gāoxìng,Lời của cô ấy làm tôi rất vui.
坏,huài,Tính từ,Hư; hư hỏng; xấu,我的手机坏了，不能用。,"Wǒ de shǒujī huài le, bù néng yòng","Điện thoại của tôi bị hỏng, không thể dùng."
还,huán,Động từ,Trả lại,她明天把书还给图书馆。,Tā míngtiān bǎ shū huán gěi túshū guǎn,Ngày mai cô ấy sẽ đem sách trả lại cho thư viện
回,huí,Động từ,Quay lại; quay về,我每天六点回家。,Wǒ měitiān liù diǎn huí jiā,Tôi về nhà lúc 6 giờ mỗi ngày.
回答,huídá,Động từ,Trả lời,请回答我的问题。,Qǐng huídá wǒ de wèntí,Hãy trả lời câu hỏi của tôi.
回到,huídào,Động từ,Về đến; trở về,他回到家了。,Tā huídào jiā le,Anh ấy đã về đến nhà rồi.
回家,huí jiā,Động từ,Về nhà; đến nhà,朋友们都回家了。,Péngyǒumen dōu huí jiā le,Các bạn tôi đều đã về nhà rồi.
回来,huí lái,Động từ,Trở lại,他晚上七点回来。,Tā wǎnshàng qī diǎn huí lái,Anh ấy sẽ quay lại lúc 7 giờ tối.
回去,huí qù,Động từ,Về; trở lại; đi về,我们早点回去吧。,Wǒmen zǎodiǎn huí qù ba,Chúng ta về sớm một chút đi.
会,huì,Động từ,Sẽ; có; biết,你会做中国菜吗？,Nǐ huì zuò zhōngguó cài ma,Bạn biết nấu món Trung Quốc không?
火车,huǒchē,Danh từ,Tàu hỏa; xe lửa,我坐火车去北京。,Wǒ zuò huǒchē qù Běijīng,Tôi đi Bắc Kinh bằng tàu hỏa.
机场,jīchǎng,Danh từ,Sân bay,他去机场接朋友。,Tā qù jīchǎng jiē péngyǒu,Anh ấy đến sân bay đón bạn.
机票,jīpiào,Danh từ,Vé máy bay,你买机票了吗？,Nǐ mǎi jīpiào le ma,Bạn đã mua vé máy bay chưa?
鸡蛋,jīdàn,Danh từ,Trứng gà,我买了一些鸡蛋。,Wǒ mǎi le yīxiē jīdàn,Tôi đã mua một vài quả trứng.
几,jǐ,Số từ,Mấy; bao nhiêu,你有几个兄弟姐妹？,Nǐ yǒu jǐ gè xiōngdì jiěmèi,Bạn có mấy anh chị em?
记,jì,Động từ,Nhớ,我记不住这个汉字。,Wǒ jì bù zhù zhège hànzì,Tôi không nhớ được chữ Hán này.
记得,jìde,Động từ,Ghi nhớ,你还记得他的生日吗？,Nǐ hái jìdé tā de shēngrì ma,Bạn còn nhớ sinh nhật của anh ấy không?
记住,jìzhù,Động từ,Nhớ; ghi nhớ,请记住这个电话号码。,Qǐng jìzhù zhège diànhuà hàomǎ,Hãy nhớ số điện thoại này.
家,jiā,Danh từ,Nhà,我家在上海。,Wǒ jiā zài Shànghǎi,Nhà tôi ở Thượng Hải.
家里,jiā lǐ,Danh từ,Trong nhà,我家里有很多书。,Wǒ jiālǐ yǒu hěn duō shū,Trong nhà tôi có rất nhiều sách.
家人,jiārén,Danh từ,Người nhà,我家人都喜欢吃中国菜。,Wǒ jiārén dōu xǐhuan chī Zhōngguó cài,Cả nhà tôi đều thích ăn đồ ăn Trung Quốc.
间,jiān,Danh từ,"Giữa, ở giữa",他们之间的感情很好。,Tāmen zhījiān de gǎnqíng hěn hǎo,Tình cảm giữa họ rất tốt.
